98035,719.23
74989,719.18
60881,719.14
42590,719.08
28072,719
21473,718.95
15022,718.88
10200,716.25
6148.8,716.15
3193.8,713.47
1868.8,710.8
942.19,705.55
475.03,704.14
277.95,700.19
167.55,697.54
104.05,691.04
57.362,685.8
35.622,680.58
22.791,674.09
14.581,668.88
8.5317,658.52
5.4584,648.18
3.7065,639.14
2.8352,630.11
2.1051,621.08
1.563,609.49
1.1265,591.48
0.94219,576.06
0.8364,561.94
0.76493,545.25
0.76493,531.15
0.78805,511.93
0.86168,493.99
1,476.07
1.2317,462.01
1.5172,446.66
1.9252,432.6
2.6713,417.28
3.8185,403.24
5.4584,390.49
7.5737,379.01
10.509,363.69
16.922,348.39
26.449,335.65
42.59,319.08
62.721,302.48
92.367,287.17
128.16,269.28
157.86,253.93
177.83,241.14
183.2,223.19
